User ID,Property ID,Match Score,Price Score,Bedroom Score,Bathroom Score,Text Score
18,8,62.86,90.23,50.0,0.0,55.040000915527344
18,23,60.29,45.11,100.0,100.0,49.2599983215332
18,24,57.91,94.74,50.0,0.0,35.77000045776367
18,30,57.02,75.19,50.0,50.0,41.27000045776367
18,16,56.59,90.23,50.0,0.0,37.130001068115234
19,9,79.07,94.74,100.0,100.0,46.220001220703125
19,2,72.63,94.74,100.0,50.0,42.09000015258789
19,22,71.62,94.74,100.0,50.0,39.220001220703125
19,23,68.97,78.95,100.0,100.0,35.40999984741211
19,13,66.74,65.79,100.0,100.0,44.08000183105469
19,5,66.48,65.79,100.0,100.0,43.33000183105469
19,3,62.11,65.79,100.0,50.0,45.130001068115234
19,17,61.84,65.79,100.0,100.0,30.06999969482422
19,26,60.55,78.95,50.0,100.0,32.790000915527344
19,19,60.21,78.95,50.0,50.0,46.08000183105469
2,26,77.42,94.74,100.0,100.0,41.4900016784668
2,19,76.69,94.74,100.0,100.0,39.41999816894531
2,23,76.28,94.74,100.0,100.0,38.25
2,3,75.86,87.72,100.0,100.0,45.06999969482422
2,13,75.85,87.72,100.0,100.0,45.040000915527344
2,5,75.25,87.72,100.0,100.0,43.33000183105469
2,18,73.57,94.74,100.0,100.0,30.510000228881836
2,6,68.84,94.74,50.0,100.0,38.41999816894531
2,17,68.39,87.72,100.0,100.0,23.719999313354492
2,22,57.22,36.79,100.0,100.0,50.0099983215332
20,30,79.42,94.74,100.0,100.0,47.22999954223633
20,9,72.15,84.21,100.0,100.0,38.47999954223633
20,20,68.38,94.74,50.0,100.0,37.099998474121094
20,23,64.4,63.16,100.0,100.0,40.400001525878906
20,5,64.32,52.63,100.0,100.0,52.209999084472656
20,2,63.27,84.21,100.0,0.0,41.66999816894531
20,22,63.09,84.21,100.0,0.0,41.15999984741211
20,13,62.71,52.63,100.0,100.0,47.599998474121094
20,8,61.95,54.88,100.0,50.0,57.13999938964844
20,14,60.23,94.74,50.0,0.0,42.380001068115234
21,18,83.91,94.74,100.0,100.0,60.040000915527344
21,19,79.37,94.74,100.0,100.0,47.06999969482422
21,23,77.5,94.74,100.0,100.0,41.720001220703125
21,26,77.29,94.74,100.0,100.0,41.119998931884766
21,3,77.23,87.72,100.0,100.0,48.97999954223633
21,13,75.86,87.72,100.0,100.0,45.060001373291016
21,5,75.0,87.72,100.0,100.0,42.599998474121094
21,6,72.33,94.74,50.0,100.0,48.380001068115234
21,17,71.58,87.72,100.0,100.0,32.83000183105469
21,9,59.21,36.79,100.0,100.0,55.709999084472656
22,9,74.92,93.57,100.0,100.0,35.70000076293945
22,2,72.56,93.57,100.0,50.0,43.22999954223633
22,22,72.51,93.57,100.0,50.0,43.08000183105469
22,30,70.65,71.65,100.0,100.0,48.540000915527344
22,23,68.53,70.18,100.0,100.0,44.18000030517578
22,5,68.34,58.48,100.0,100.0,56.9900016784668
22,20,66.96,71.65,100.0,100.0,37.9900016784668
22,14,64.28,71.65,100.0,50.0,44.630001068115234
22,13,62.17,58.48,100.0,100.0,39.36000061035156
22,3,61.44,58.48,100.0,50.0,51.54999923706055
23,30,79.14,95.69,100.0,100.0,45.31999969482422
23,20,76.75,95.69,50.0,100.0,59.91999816894531
23,9,70.42,76.56,100.0,100.0,42.279998779296875
23,10,66.69,76.13,100.0,50.0,46.38999938964844
23,8,66.58,76.13,100.0,50.0,46.09000015258789
23,14,61.72,95.69,50.0,0.0,45.560001373291016
23,5,60.44,47.85,100.0,100.0,46.58000183105469
23,23,60.18,57.42,100.0,100.0,34.88999938964844
23,13,59.16,47.85,100.0,100.0,42.90999984741211
23,2,58.4,76.56,100.0,0.0,36.5099983215332
24,23,74.5,90.23,100.0,100.0,38.31999969482422
24,19,73.87,90.23,100.0,100.0,36.529998779296875
24,26,73.73,90.23,100.0,100.0,36.099998474121094
24,5,72.47,75.19,100.0,100.0,49.709999084472656
24,18,71.98,90.23,100.0,100.0,31.1200008392334
24,3,70.09,75.19,100.0,100.0,42.88999938964844
24,6,69.6,90.23,50.0,100.0,45.72999954223633
24,13,69.33,75.19,100.0,100.0,40.720001220703125
24,22,67.67,65.14,100.0,100.0,47.470001220703125
24,2,64.48,65.14,100.0,100.0,38.34000015258789
25,8,78.56,94.74,100.0,50.0,59.029998779296875
25,30,75.58,87.72,100.0,100.0,44.27000045776367
25,10,72.14,94.74,100.0,50.0,40.689998626708984
25,9,67.68,70.18,100.0,100.0,41.7400016784668
25,16,66.19,94.74,100.0,0.0,37.97999954223633
25,20,65.28,87.72,50.0,100.0,36.25
25,29,64.68,60.65,100.0,100.0,44.040000915527344
25,4,63.97,94.74,0.0,100.0,45.91999816894531
25,23,62.19,52.63,100.0,100.0,46.11000061035156
25,5,62.17,43.86,100.0,100.0,56.08000183105469
3,29,79.44,94.74,100.0,100.0,47.27000045776367
3,10,75.01,90.23,100.0,50.0,54.04999923706055
3,8,73.98,90.23,100.0,50.0,51.11000061035156
3,30,70.35,75.19,100.0,100.0,43.630001068115234
3,15,68.23,65.14,100.0,100.0,49.060001373291016
3,7,67.75,65.14,100.0,100.0,47.68000030517578
3,12,67.12,94.74,100.0,0.0,40.630001068115234
3,24,66.35,94.74,100.0,0.0,38.439998626708984
3,4,63.99,90.23,0.0,100.0,51.150001525878906
3,16,62.17,90.23,100.0,0.0,31.670000076293945
4,5,81.61,94.74,100.0,100.0,53.47999954223633
4,17,77.37,94.74,100.0,100.0,41.349998474121094
4,13,77.36,94.74,100.0,100.0,41.31999969482422
4,3,73.91,94.74,100.0,50.0,45.75
4,23,60.29,54.88,100.0,100.0,38.11000061035156
4,26,60.04,54.88,100.0,100.0,37.38999938964844
4,19,54.95,54.88,100.0,50.0,37.13999938964844
4,18,51.58,54.88,100.0,50.0,27.5
4,6,50.02,54.88,50.0,50.0,44.47999954223633
4,4,44.53,1.5,100.0,100.0,54.09000015258789
5,9,82.27,93.57,100.0,100.0,56.689998626708984
5,2,73.37,93.57,100.0,50.0,45.540000915527344
5,22,72.31,93.57,100.0,50.0,42.529998779296875
5,30,68.36,71.65,100.0,100.0,41.9900016784668
5,20,66.11,71.65,100.0,100.0,35.58000183105469
5,23,65.83,70.18,100.0,100.0,36.470001220703125
5,5,64.64,58.48,100.0,100.0,46.43000030517578
5,14,63.66,71.65,100.0,50.0,42.849998474121094
5,13,62.04,58.48,100.0,100.0,39.0
5,3,60.52,58.48,100.0,50.0,48.93000030517578
6,8,77.87,94.74,100.0,50.0,57.06999969482422
6,30,74.93,87.72,100.0,100.0,42.41999816894531
6,10,72.96,94.74,100.0,50.0,43.040000915527344
6,9,67.68,70.18,100.0,100.0,41.75
6,16,67.63,94.74,100.0,0.0,42.09000015258789
6,29,63.95,60.65,100.0,100.0,41.97999954223633
6,20,63.8,87.72,50.0,100.0,32.040000915527344
6,4,62.77,94.74,0.0,100.0,42.5
6,13,60.94,43.86,100.0,100.0,52.560001373291016
6,23,60.81,52.63,100.0,100.0,42.15999984741211
7,26,74.51,90.23,100.0,100.0,38.349998474121094
7,19,73.61,90.23,100.0,100.0,35.77000045776367
7,23,71.52,90.23,100.0,100.0,29.790000915527344
7,13,71.12,75.19,100.0,100.0,45.849998474121094
7,18,69.04,90.23,100.0,100.0,22.729999542236328
7,3,68.52,75.19,100.0,100.0,38.40999984741211
7,5,67.31,75.19,100.0,100.0,34.95000076293945
7,6,66.41,90.23,50.0,100.0,36.61000061035156
7,22,65.94,65.14,100.0,100.0,42.5099983215332
7,17,65.25,75.19,100.0,100.0,29.059999465942383
8,9,75.65,94.74,100.0,100.0,36.45000076293945
8,23,71.38,78.95,100.0,100.0,42.279998779296875
8,22,71.29,94.74,100.0,50.0,38.27000045776367
8,5,69.51,65.79,100.0,100.0,51.97999954223633
8,2,67.75,94.74,100.0,50.0,28.15999984741211
8,13,67.53,65.79,100.0,100.0,46.34000015258789
8,17,62.73,65.79,100.0,100.0,32.599998474121094
8,3,62.66,65.79,100.0,50.0,46.68000030517578
8,26,61.97,78.95,50.0,100.0,36.84000015258789
8,19,60.7,78.95,50.0,50.0,47.47999954223633
9,20,86.81,95.69,100.0,100.0,67.25
9,30,77.61,95.69,100.0,100.0,40.95000076293945
9,14,73.1,95.69,100.0,50.0,42.349998474121094
9,9,70.2,76.56,100.0,100.0,41.63999938964844
9,8,69.65,76.13,100.0,100.0,40.58000183105469
9,10,68.71,76.13,100.0,100.0,37.88999938964844
9,22,61.43,76.56,100.0,50.0,30.8799991607666
9,2,61.22,76.56,100.0,50.0,30.290000915527344
9,16,60.37,76.13,100.0,50.0,28.329999923706055
9,4,60.27,76.13,50.0,100.0,35.189998626708984
